cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
20,OAXACA,SIN_FECHA,DESAPARECIDA_O_NO_LOCALIZADA,,,,50,2026-07-08
20,OAXACA,SIN_FECHA,LOCALIZADA_CON_VIDA,,,,58,2026-07-08
20,OAXACA,SIN_FECHA,LOCALIZADA_SIN_VIDA,,,,3,2026-07-08
