cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
33,ENTIDAD NO ESPECIFICADA,2014-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,,SIN MUNICIPIO DE REFERENCIA,4,2026-07-09
33,ENTIDAD NO ESPECIFICADA,2014-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,33001,SE DESCONOCE,1,2026-07-09
33,ENTIDAD NO ESPECIFICADA,2014-06,LOCALIZADA_CON_VIDA,HOMBRE,33001,SE DESCONOCE,2,2026-07-09
33,ENTIDAD NO ESPECIFICADA,2014-06,LOCALIZADA_CON_VIDA,MUJER,33001,SE DESCONOCE,5,2026-07-09
33,ENTIDAD NO ESPECIFICADA,2014-06,LOCALIZADA_SIN_VIDA,HOMBRE,33001,SE DESCONOCE,1,2026-07-09
